particle_id,longitude,latitude,mass,water_fraction,age_hours
0,72.62543030338355,18.9788920281474,1.0,0.0,0.0
1,72.6423372028295,18.972085957703772,1.0,0.0,0.0
2,72.63095442757326,18.959345043285715,1.0,0.0,0.0
3,72.61323036672937,18.95755646428064,1.0,0.0,0.0
4,72.59729981050225,18.96781401232662,1.0,0.0,0.0
5,72.62734177345868,18.954605931224187,1.0,0.0,0.0
6,72.62729165122373,18.97377181183672,1.0,0.0,0.0
7,72.5925158630237,18.953347390650617,1.0,0.0,0.0
8,72.61969894339805,18.97547641825099,1.0,0.0,0.0
9,72.63434985420702,18.967435382967587,1.0,0.0,0.0
10,72.60939959505943,18.95493671080393,1.0,0.0,0.0
11,72.62378633580175,18.988753948783902,1.0,0.0,0.0
12,72.62235635443965,18.963482471912943,1.0,0.0,0.0
13,72.60494353772776,18.978302068440982,1.0,0.0,0.0
14,72.6161629540751,18.989160404265334,1.0,0.0,0.0
15,72.60462353781936,18.984609740036564,1.0,0.0,0.0
16,72.64041016545458,18.964957271029668,1.0,0.0,0.0
17,72.61946581996219,18.97012750309636,1.0,0.0,0.0
18,72.60969989522017,18.97754093809702,1.0,0.0,0.0
19,72.63438971676759,18.98363764285095,1.0,0.0,0.0
20,72.65720208392615,18.989318736132894,1.0,0.0,0.0
21,72.6122277830254,18.97037798558714,1.0,0.0,0.0
22,72.62371152548096,18.94885661927873,1.0,0.0,0.0
23,72.63157626350376,18.977096004133102,1.0,0.0,0.0
24,72.60298827033701,18.97333294325938,1.0,0.0,0.0
25,72.61399749309683,18.975881094475216,1.0,0.0,0.0
26,72.62756843942402,18.99123577162266,1.0,0.0,0.0
27,72.61462804247009,18.9626938417981,1.0,0.0,0.0
28,72.61055334816996,18.998233749324726,1.0,0.0,0.0
29,72.63404627591606,18.977683416235838,1.0,0.0,0.0
30,72.60492061668704,18.967641936325023,1.0,0.0,0.0
31,72.61081331010708,18.982528276892637,1.0,0.0,0.0
32,72.5963100657393,18.95255476605184,1.0,0.0,0.0
33,72.60249337538924,18.993062053336324,1.0,0.0,0.0
34,72.61876212072049,18.981911792897243,1.0,0.0,0.0
35,72.58546860049798,18.95068472340935,1.0,0.0,0.0
36,72.63376393019587,18.976575550941227,1.0,0.0,0.0
37,72.61943242648715,18.975345970551793,1.0,0.0,0.0
38,72.58128597492508,18.965763987471636,1.0,0.0,0.0
39,72.58848559786531,18.962500345386918,1.0,0.0,0.0
40,72.60324219844793,18.982143056045548,1.0,0.0,0.0
41,72.64044753828686,18.994526778778944,1.0,0.0,0.0
42,72.63160570486225,18.980341416576405,1.0,0.0,0.0
43,72.63638791437366,18.95432939954304,1.0,0.0,0.0
44,72.62192850421322,18.982729711178155,1.0,0.0,0.0
45,72.58468024816152,18.958580709682273,1.0,0.0,0.0
46,72.62909331892335,18.975108291630836,1.0,0.0,0.0
47,72.62715911691716,18.950655813674015,1.0,0.0,0.0
48,72.59738949551578,18.94600189511286,1.0,0.0,0.0
49,72.61045627851828,18.965539135366484,1.0,0.0,0.0
50,72.60650346018375,18.953081863920154,1.0,0.0,0.0
51,72.63628542064886,18.963825798613755,1.0,0.0,0.0
52,72.62237253276224,18.992902073609237,1.0,0.0,0.0
53,72.63306353172742,18.993643106459757,1.0,0.0,0.0
54,72.61132049319605,19.016302847505415,1.0,0.0,0.0
55,72.60856408886983,18.990761970891135,1.0,0.0,0.0
56,72.6268807808401,18.9856383565667,1.0,0.0,0.0
57,72.60135628050354,18.999809051970924,1.0,0.0,0.0
58,72.60693527283496,18.9706343237264,1.0,0.0,0.0
59,72.6173562249739,18.989558308668542,1.0,0.0,0.0
60,72.62311563060025,18.967349076194324,1.0,0.0,0.0
61,72.6112850455282,18.96320487378972,1.0,0.0,0.0
62,72.61813173387371,18.958591354758923,1.0,0.0,0.0
63,72.60581696937584,18.961886144038353,1.0,0.0,0.0
64,72.6186050024586,18.997636665527665,1.0,0.0,0.0
65,72.60818729869857,18.981450831944606,1.0,0.0,0.0
66,72.60940095770958,18.999402265315748,1.0,0.0,0.0
67,72.62687925826094,19.004883580480964,1.0,0.0,0.0
68,72.62480206324167,18.97715175102851,1.0,0.0,0.0
69,72.61543458059263,18.9983831030848,1.0,0.0,0.0
70,72.67440803429497,18.99824141604349,1.0,0.0,0.0
71,72.57876066994463,18.956523275501084,1.0,0.0,0.0
72,72.5988227466527,18.976534348413946,1.0,0.0,0.0
73,72.60854899219541,18.975276177666473,1.0,0.0,0.0
74,72.60710908075727,18.96350414520215,1.0,0.0,0.0
75,72.59805302571982,18.9934150569636,1.0,0.0,0.0
76,72.60655046539948,18.951409800733117,1.0,0.0,0.0
77,72.60544996160034,18.957348343301778,1.0,0.0,0.0
78,72.59826129863596,18.988061079351457,1.0,0.0,0.0
